"PremisesPostCode","Liberal.National.Coalition.Votes","Australian.Labor.Party.Votes","TotalVotes","Electorate","PartyAb","PartyGrouping","LaborMargin","State..Territory1","Statistical.Area.Level.4..SA4.2","Individuals.no.","Taxable.income.or.loss4.no.","Taxable.income.or.loss4..","Salary.or.wages.no.","Salary.or.wages..","HELP.debt.balance.no.","HELP.debt.balance..","Average.HELP.debt","HecsPostcodeShare","Average.Income","Average.Salary","Average.HECS.Average.Salary"
2839,225,134,359,"Parkes","NP","Coalition",-12.6740947075209,"NSW","Far West and Orana",539,514,30141181,415,22832257,69,1364023,19768.4492753623,12.8014842300557,58640.4299610895,55017.486746988,0.359312110461763
2840,604,279,883,"Parkes","NP","Coalition",-18.4031710079275,"NSW","Far West and Orana",1380,1349,86532478,1046,65497223,164,3838618,23406.2073170732,11.8840579710145,64145.6471460341,62616.8479923518,0.373800471718603
2843,497,133,630,"Parkes","NP","Coalition",-28.8888888888889,"NSW","Far West and Orana",670,628,32476295,479,24704694,68,1514935,22278.4558823529,10.1492537313433,51713.8455414013,51575.5615866388,0.431957601565397
2844,444,137,581,"Parkes","NP","Coalition",-26.4199655765921,"NSW","Central West",677,661,37765542,483,26148215,68,1739438,25579.9705882353,10.0443131462334,57133.9515885023,54137.0910973085,0.472503602793447
2845,595,278,873,"Calare","NP","Coalition",-18.15578465063,"NSW","Central West",1089,1078,70280420,938,62586659,106,2166021,20434.1603773585,9.73370064279155,65195.1948051948,66723.5170575693,0.306251248112833
2847,535,315,850,"Calare","NP","Coalition",-12.9411764705882,"NSW","Central West",1189,1171,71760723,984,63960565,122,2533952,20770.0983606557,10.2607232968881,61281.5738684885,65000.5741869919,0.319537152101224
2848,400,288,688,"Calare","NP","Coalition",-8.13953488372093,"NSW","Central West",604,594,29559607,449,24154695,68,1462433,21506.3676470588,11.2582781456954,49763.6481481481,53796.6481069042,0.399771517443272
2849,499,178,677,"Calare","NP","Coalition",-23.7075332348597,"NSW","Central West",811,790,43382437,555,33774629,84,1460521,17387.1547619048,10.3575832305795,54914.4772151899,60855.1873873874,0.285713601557463
2850,8289,3770,12059,"Calare","NP","Coalition",-18.7370428725433,"NSW","Central West",10943,10779,725348948,8757,621819022,1206,25260570,20945.7462686567,11.0207438545189,67292.7867149086,71008.2245061094,0.294976341323033
2852,790,409,1199,"Calare","NP","Coalition",-15.8882402001668,"NSW","Central West",1994,1944,114403793,1602,106178747,170,2845383,16737.5470588235,8.52557673019057,58849.6877572016,66278.8682896379,0.252532179422265
2866,856,216,1072,"Calare","NP","Coalition",-29.8507462686567,"NSW","Central West",1765,1730,107706645,1332,81044085,204,4422439,21678.6225490196,11.5580736543909,62258.176300578,60843.9076576577,0.356298985117719
2869,411,209,620,"Parkes","NP","Coalition",-16.2903225806452,"NSW","Central West",724,692,32208977,506,25841744,74,1603425,21667.9054054054,10.2209944751381,46544.764450867,51070.6403162055,0.424273227655809
2870,4553,2140,6693,"Riverina","NP","Coalition",-18.0262961302854,"NSW","Central West",6647,6562,422021248,5382,342695707,713,15097947,21175.2412342216,10.7266435986159,64312.8997256934,63674.4160163508,0.332554934289214
2871,3793,1405,5198,"Riverina","NP","Coalition",-22.9703732204694,"NSW","Central West",5116,5001,301945379,3961,236622872,625,13074483,20919.1728,12.21657544957,60377.00039992,59738.1651098208,0.350181040236888
2877,943,457,1400,"Parkes","NP","Coalition",-17.3571428571429,"NSW","Central West",1957,1874,104073376,1457,82918210,204,4029215,19751.0539215686,10.4241185487992,55535.4194236926,56910.2333562114,0.347056280685817
2880,4506,5540,10046,"Parkes","NP","Coalition",5.14632689627712,"NSW","Far West and Orana",9117,9015,570048215,7670,496807286,1014,20674522,20389.0749506903,11.1220796314577,63233.3017193566,64772.7882659713,0.314778404582003
2899,335,372,707,"Bean","ALP","Labor",2.61669024045261,"NSW","Other Territories",1242,1230,67413152,934,47854482,108,2219518,20551.0925925926,8.69565217391304,54807.4406504065,51236.0620985011,0.40110601304767
2900,8687,12950,21637,"Bean","ALP","Labor",9.85118084762213,"ACT","Australian Capital Territory",3112,3083,224351215,2528,188918571,510,13746640,26954.1960784314,16.3881748071979,72770.4232890042,74730.4473892405,0.360685597639178
2902,1732,3295,5027,"Bean","ALP","Labor",15.5460513228566,"ACT","Australian Capital Territory",9967,9894,754063913,7691,602667707,1355,29834394,22018.0029520295,13.5948630480586,76214.2624823125,78360.1231309323,0.280984792676238
2903,1139,2012,3151,"Bean","ALP","Labor",13.8527451602666,"ACT","Australian Capital Territory",6159,6101,465912111,4732,373558281,800,17663564,22079.455,12.9891216106511,76366.5154892641,78943.0010566357,0.27968856902412
2904,1777,2843,4620,"Bean","ALP","Labor",11.5367965367965,"ACT","Australian Capital Territory",8646,8582,697060121,6568,549193883,1070,23510192,21972.1420560748,12.3756650474208,81223.50512701,83616.6082521315,0.262772462497182
2905,3931,6051,9982,"Bean","ALP","Labor",10.6191144059307,"ACT","Australian Capital Territory",18652,18524,1376165316,15611,1181412337,2294,49383636,21527.3042720139,12.2989491743513,74290.9369466638,75678.1972327205,0.284458470988872
2906,2456,3567,6023,"Bean","ALP","Labor",9.22297858210194,"ACT","Australian Capital Territory",11901,11826,897000947,10226,786063928,1460,32143351,22015.9938356164,12.2678766490211,75849.9025029596,76869.150009779,0.286408706650401
2911,7553,13458,21011,"Bean","ALP","Labor",14.0521631526343,"ACT","Australian Capital Territory",3144,3099,272230849,2682,237266511,487,11751719,24130.839835729,15.4898218829517,87844.739916102,88466.2606263982,0.272768846166516
2912,566,912,1478,"Fenner","ALP","Labor",11.7050067658999,"ACT","Australian Capital Territory",5868,5810,394647997,5158,352818746,1046,26799585,25621.0181644359,17.8254942058623,67925.6449225473,68402.2384645211,0.374564030937746
2913,4030,7167,11197,"Fenner","ALP","Labor",14.0082164865589,"ACT","Australian Capital Territory",26668,26428,2041143615,22976,1764855530,4206,101219887,24065.5936757014,15.7717114144293,77234.1310352656,76813.0018279944,0.313301044133009
2914,3211,5348,8559,"Fenner","ALP","Labor",12.4839350391401,"ACT","Australian Capital Territory",21917,21691,1757664976,19625,1595070763,3411,81648499,23936.8217531516,15.563261395264,81031.9937301185,81277.4911082803,0.294507389767509
3002,503,1013,1516,"Melbourne","GRN","Greens",16.820580474934,"VIC","Melbourne - Inner",3550,3505,623102796,2549,259321392,837,28956578,34595.6726403823,23.5774647887324,177775.405420827,101734.559435073,0.34005821455846
3004,3910,7571,11481,"Macnamara","ALP","Labor",15.9437331242923,"VIC","Melbourne - Inner",8882,8697,858047006,6741,580369508,1366,43777381,32047.8631039531,15.3794190497636,98660.1133724273,86095.4618009197,0.372236380798538
3006,8413,17742,26155,"Macnamara","ALP","Labor",17.8340661441407,"VIC","Melbourne - Inner",18268,17942,1392682327,15745,1155128233,2879,95499461,33171.0527961098,15.75979855485,77621.3536395051,73364.7655128612,0.452138742136301
3008,438,1216,1654,"Melbourne","GRN","Greens",23.5187424425635,"VIC","Melbourne - Inner",11473,11211,930436371,9657,752978011,1395,47897151,34334.8752688172,12.1589819576397,82993.1648381054,77972.2492492492,0.440347374859752
3011,1460,5023,6483,"Fraser","ALP","Labor",27.4795619312047,"VIC","Melbourne - West",16575,16392,1097040037,13692,971467779,4196,128416659,30604.5421830315,25.315233785822,66925.3316861884,70951.4883873795,0.431344611348213
3012,6766,15896,22662,"Fraser","ALP","Labor",20.143853146236,"VIC","Melbourne - West",17223,17039,1225864394,15005,1094898742,4048,117304672,28978.4268774704,23.5034546826917,71944.6208110805,72968.9264911696,0.397133797507316
3013,1418,4790,6208,"Gellibrand","ALP","Labor",27.1585051546392,"VIC","Melbourne - West",9633,9573,902192778,8354,767340983,2099,59714636,28449.0881372082,21.7896813038513,94243.4741460357,91853.1222169021,0.309723692026804
3015,2947,5915,8862,"Gellibrand","ALP","Labor",16.7456556082148,"VIC","Melbourne - West",11314,11225,1029621754,9649,886022281,2100,56715933,27007.5871428571,18.5610747746155,91725.7687305123,91825.2959892217,0.294119249515158
3016,897,1574,2471,"Gellibrand","ALP","Labor",13.6989073249696,"VIC","Melbourne - West",10319,10236,1095054367,7954,750717369,1735,46167329,26609.4115273775,16.8136447330168,106980.692360297,94382.3697510686,0.281932013336381
3018,7656,12509,20165,"Gellibrand","ALP","Labor",12.0332258864369,"VIC","Melbourne - West",8198,8122,661008301,6550,545761930,1251,33954985,27142.2741806555,15.259819468163,81384.9176311253,83322.4320610687,0.325749903228489
3019,358,658,1016,"Fraser","ALP","Labor",14.7637795275591,"VIC","Melbourne - West",5770,5701,311074792,4940,280178501,1225,35995723,29384.2636734694,21.2305025996534,54564.9521136643,56716.2957489879,0.5180920806873
3020,2806,5207,8013,"Fraser","ALP","Labor",14.9819044053413,"VIC","Melbourne - West",24996,24676,1368132829,20866,1197383041,4582,128079842,27952.8245307726,18.3309329492719,55443.8656589399,57384.407217483,0.487115331257728
3021,11633,17943,29576,"Fraser","ALP","Labor",10.6674330538274,"VIC","Melbourne - West",27703,27263,1324521537,22735,1149396440,4551,124217302,27294.5071412876,16.4278237014042,48583.1176686351,50556.2542335606,0.539883888849677
3022,4361,7307,11668,"Fraser","ALP","Labor",12.6242715118272,"VIC","Melbourne - West",1949,1930,110726523,1632,98107771,330,8485400,25713.3333333333,16.9317598768599,57371.2554404145,60115.0557598039,0.427735331995261
3023,12331,19373,31704,"Gorton","ALP","Labor",11.1058541508958,"VIC","Melbourne - West",36592,36114,2199593985,31033,1950366398,6667,174405408,26159.5032248388,18.2198294709226,60906.9608738993,62848.1422356846,0.416233516127476
3024,2342,4224,6566,"Lalor","ALP","Labor",14.3314042034724,"VIC","Melbourne - West",21094,20746,1323940404,18635,1239248279,2848,65808970,23107.0821629213,13.501469612212,63816.6588257977,66501.1150523209,0.347469093484244
3025,764,1439,2203,"Gellibrand","ALP","Labor",15.3200181570586,"VIC","Melbourne - West",6902,6833,521073399,5706,432377753,1312,35991898,27432.8490853659,19.0089829035062,76258.3636762769,75775.9819488258,0.362025649550701
3026,432,877,1309,"Gorton","ALP","Labor",16.9977081741788,"VIC","Melbourne - West",3170,3118,204855125,2782,173370089,596,14707288,24676.6577181208,18.801261829653,65700.8098139833,62318.5079079799,0.395976388821096
3028,2240,4124,6364,"Gellibrand","ALP","Labor",14.8020113136392,"VIC","Melbourne - West",16363,16154,999066345,13929,897363906,2565,64957418,25324.5294346979,15.6756096070403,61846.3752011886,64424.1443032522,0.393090660474934
3029,13758,22306,36064,"Lalor","ALP","Labor",11.8511535048802,"VIC","Melbourne - West",80121,78627,4619013832,67350,4161059645,9738,242110202,24862.415485726,12.1541168981915,58745.8993984255,61782.6227913883,0.402417611335068
3030,19698,29339,49037,"Lalor","ALP","Labor",9.83033219813611,"VIC","Melbourne - West",73417,72177,5074195666,62010,4403558129,9969,250162603,25094.0518607684,13.5785989620932,70302.1137758566,71013.6772939848,0.35336927782071
3031,2669,9259,11928,"Maribyrnong","ALP","Labor",27.6240778001341,"VIC","Melbourne - Inner",11463,11367,935388405,9988,802707556,3384,106678920,31524.5035460993,29.5210677833028,82289.8218527316,80367.1962354826,0.392255858394386
3032,1680,4148,5828,"Maribyrnong","ALP","Labor",21.1736444749485,"VIC","Melbourne - Inner",19652,19444,1627561339,16464,1296118633,4512,135494099,30029.7205230496,22.9594952167718,83705.0678358362,78724.4067662779,0.381453754389078
3033,1769,2258,4027,"Maribyrnong","ALP","Labor",6.07151725850509,"VIC","Melbourne - North West",8724,8647,677745337,6967,511387663,1537,40996067,26672.7826935589,17.6180651077487,78379.245634324,73401.4156738912,0.363382401397557
3034,1210,1778,2988,"Maribyrnong","ALP","Labor",9.50468540829986,"VIC","Melbourne - North West",6730,6669,470806218,5209,373816839,1214,33474565,27573.7767710049,18.038632986627,70596.2240215924,71763.6473411403,0.384230425746457
3036,964,693,1657,"Gorton","ALP","Labor",-8.17742908871455,"VIC","Melbourne - North West",3835,3803,304362129,2839,217327101,638,16690913,26161.3056426332,16.6362451108214,80032.1138574809,76550.5815427968,0.341751886339457
3037,4128,6200,10328,"Gorton","ALP","Labor",10.0309837335399,"VIC","Melbourne - West",29879,29563,1876523258,25647,1655431851,5704,148506979,26035.5853786816,19.0903310017069,63475.4002638433,64546.8027839513,0.403359798715778
3038,3639,4063,7702,"Gorton","ALP","Labor",2.7525318099195,"VIC","Melbourne - West",16370,16242,1051135680,13291,878071119,3124,86178393,27585.9132522407,19.083689676237,64717.1333579608,66065.0905876157,0.417556579532063
3039,612,1536,2148,"Maribyrnong","ALP","Labor",21.5083798882682,"VIC","Melbourne - Inner",10923,10822,1014093810,9053,785135594,2466,78162106,31695.9067315491,22.57621532546,93706.6909998152,86726.565116536,0.365469411695929
3040,3850,5359,9209,"Maribyrnong","ALP","Labor",8.1930719947877,"VIC","Melbourne - Inner",17792,17616,1874714219,14137,1174976595,3739,110999053,29686.8288312383,21.0150629496403,106421.106891462,83113.5739548702,0.35718388006462
3041,1825,2407,4232,"Maribyrnong","ALP","Labor",6.87618147448015,"VIC","Melbourne - North West",8465,8391,732999333,6711,548119621,1544,41592186,26937.9443005181,18.2398109864146,87355.4204504827,81674.8056921472,0.329819508870997
3042,10021,11468,21489,"Maribyrnong","ALP","Labor",3.36683884778258,"VIC","Melbourne - North West",10115,10031,755018651,8313,627389954,1783,47104343,26418.5883342681,17.6272862086011,75268.5326487888,75470.9435823409,0.350049795063774
3043,7669,9740,17409,"Maribyrnong","ALP","Labor",5.94807283588948,"VIC","Melbourne - North West",10082,9976,619511796,8228,534584916,1712,43656150,25500.0876168224,16.9807577861535,62100.2201283079,64971.4287797764,0.392481558367081
3044,6900,15434,22334,"Wills","ALP","Labor",19.1053998388108,"VIC","Melbourne - North West",17316,17179,1330745164,14720,1131837974,3796,106465938,28046.8751317176,21.9219219219219,77463.4823912917,76891.1667119565,0.364760691391048
3046,1977,4538,6515,"Wills","ALP","Labor",19.6546431312356,"VIC","Melbourne - North West",21803,21499,1357997394,18252,1198895237,3960,109035376,27534.1858585859,18.1626381690593,63165.6074236011,65685.6912667105,0.419180879847727
3047,3562,7544,11106,"Calwell","ALP","Labor",17.9272465334054,"VIC","Melbourne - North West",9664,9415,443665431,7520,366762030,1650,43341066,26267.3127272727,17.0736754966887,47123.253425385,48771.5465425532,0.538578630151793
3048,1192,2644,3836,"Calwell","ALP","Labor",18.9259645464025,"VIC","Melbourne - North West",7689,7484,351123964,5856,291842777,1715,48178512,28092.4268221574,22.3045909741189,46916.6173169428,49836.5397882514,0.563691358619967
3049,631,969,1600,"Calwell","ALP","Labor",10.5625,"VIC","Melbourne - North West",5886,5825,373844433,4934,327057426,997,25277923,25353.9849548646,16.9384981311587,64179.3018025751,66286.4665585732,0.382491121810828
3051,731,4078,4809,"Melbourne","GRN","Greens",34.799334580994,"VIC","Melbourne - Inner",9757,9612,706491273,8332,586082095,2822,93302778,33062.6428065202,28.9228246387209,73500.9647315855,70341.1059769563,0.470033024748736
3052,248,1330,1578,"Melbourne","GRN","Greens",34.2839036755387,"VIC","Melbourne - Inner",3887,3835,317089531,3207,209647794,1212,38045957,31391.053630363,31.1808592745048,82683.0589308996,65371.9345182413,0.480191596924575
3053,359,1964,2323,"Melbourne","GRN","Greens",34.5458458889367,"VIC","Melbourne - Inner",11091,10848,616045690,9338,487270940,2760,91983324,33327.2913043478,24.8850419258859,56788.8726032448,52181.5099593061,0.638680086688527
3054,470,2852,3322,"Melbourne","GRN","Greens",35.8518964479229,"VIC","Melbourne - Inner",5721,5673,594654558,4452,392019361,1910,66352050,34739.2931937173,33.3857717182311,104821.885774722,88054.6632973944,0.394519630111915
3055,1020,5728,6748,"Wills","ALP","Labor",34.8844101956135,"VIC","Melbourne - Inner",9589,9525,742859711,8317,611279437,2971,92782005,31229.217435207,30.983418500365,77990.520839895,73497.5877119154,0.424901257407447
3056,658,4358,5016,"Wills","ALP","Labor",36.8819776714514,"VIC","Melbourne - Inner",17396,17243,1367097612,15138,1154976085,5904,189536237,32103.0211720867,33.9388365141412,79284.2087803746,76296.478068437,0.42076675077047
3057,710,5249,5959,"Wills","ALP","Labor",38.0852492028864,"VIC","Melbourne - Inner",9483,9417,771694872,8405,659572640,3290,110260213,33513.7425531915,34.6936623431404,81946.9971328449,78473.8417608566,0.427068967202118
3058,2318,9008,11326,"Wills","ALP","Labor",29.5338159985873,"VIC","Melbourne - Inner",21856,21643,1607118491,18478,1366805121,5827,174296200,29911.8242663463,26.6608711566618,74255.8097768331,73969.3214092434,0.404381488115267
3059,1462,1580,3042,"Calwell","ALP","Labor",1.93951347797502,"VIC","Melbourne - North West",13327,13164,921272169,10761,737735228,2762,74698289,27044.9996379435,20.724844301043,69984.2121695533,68556.3821206208,0.394492807254028
3060,960,2593,3553,"Wills","ALP","Labor",22.9805797917253,"VIC","Melbourne - North West",7474,7299,418606659,5889,352958623,1402,37644718,26850.7261055635,18.7583623227188,57351.2342786683,59935.2390898285,0.447995645188312
3061,444,723,1167,"Calwell","ALP","Labor",11.9537275064267,"VIC","Melbourne - North West",2266,2213,115506130,1643,86702655,411,11610370,28249.0754257908,18.1376875551633,52194.3651152282,52770.9403530128,0.535314990349191
3064,12153,21328,33481,"Calwell","ALP","Labor",13.7018010214749,"VIC","Melbourne - North West",63822,62697,3558576526,53274,3152885582,10575,269401106,25475.281891253,16.5695214816208,56758.3221844745,59182.4451327101,0.430453352073025
